

===== No.40 =====
(((33.0, 49.0), '+'), 'South'): 19
(((33.0, 14.0), '+'), 'West'): 17
(((39.0, 27.0), '+'), 'West'): 22
(((15.0, 34.0), '+'), 'West'): 13
(((2.0, 12.0), '+'), 'South'): 4
(((48.0, 49.0), '+'), 'West'): 19
(((42.0, 10.0), '+'), 'West'): 19
(((4.0, 7.0), '+'), 'West'): 3
(((28.0, 2.0), '+'), 'North'): 9
(((40.0, 46.0), '+'), 'South'): 16
(((42.0, 29.0), '+'), 'South'): 21
(((27.0, 8.0), '+'), 'South'): 11
(((39.0, 14.0), '+'), 'South'): 18
(((24.0, 17.0), '+'), 'East'): 14
(((16.0, 0.0), '+'), 'North'): 5
(((14.0, 13.0), '+'), 'North'): 15
(((16.0, 41.0), '+'), 'East'): 16
(((38.0, 16.0), '+'), 'North'): 19
(((2.0, 25.0), '+'), 'North'): 13
(((17.0, 6.0), '+'), 'West'): 8
(((39.0, 41.0), '+'), 'North'): 22
(((47.0, 39.0), '+'), 'North'): 22
(((24.0, 31.0), '+'), 'South'): 15
(((6.0, 37.0), '+'), 'West'): 14
(((30.0, 10.0), '+'), 'East'): 15
(((15.0, 25.0), '+'), 'East'): 19
(((41.0, 13.0), '+'), 'North'): 19
(((27.0, 10.0), '+'), 'East'): 13
(((11.0, 5.0), '+'), 'West'): 6
(((17.0, 0.0), '+'), 'West'): 4
(((24.0, 16.0), '+'), 'North'): 15
(((26.0, 25.0), '+'), 'West'): 16
(((29.0, 2.0), '+'), 'West'): 10
(((37.0, 39.0), '+'), 'South'): 20
(((12.0, 28.0), '+'), 'East'): 14
(((4.0, 12.0), '+'), 'West'): 3
(((28.0, 46.0), '+'), 'West'): 19
(((25.0, 39.0), '+'), 'West'): 19
(((17.0, 37.0), '+'), 'South'): 16
(((32.0, 23.0), '+'), 'West'): 19
(((42.0, 44.0), '+'), 'South'): 20
(((7.0, 49.0), '+'), 'South'): 12
(((35.0, 6.0), '+'), 'South'): 14
(((37.0, 17.0), '+'), 'South'): 20
(((16.0, 14.0), '+'), 'West'): 18
(((12.0, 10.0), '+'), 'South'): 6
(((17.0, 48.0), '+'), 'South'): 18
(((36.0, 9.0), '+'), 'East'): 15
(((13.0, 26.0), '+'), 'East'): 13
(((42.0, 12.0), '+'), 'East'): 18
(((21.0, 4.0), '+'), 'West'): 10
(((19.0, 42.0), '+'), 'West'): 19
(((13.0, 8.0), '+'), 'South'): 6
(((18.0, 16.0), '+'), 'East'): 14
(((12.0, 25.0), '+'), 'West'): 16
(((9.0, 12.0), '+'), 'South'): 12
(((21.0, 12.0), '+'), 'North'): 12
(((5.0, 13.0), '+'), 'North'): 4
(((47.0, 40.0), '+'), 'West'): 22
(((6.0, 43.0), '+'), 'North'): 13
(((39.0, 45.0), '+'), 'South'): 19
(((43.0, 48.0), '+'), 'North'): 21
(((6.0, 13.0), '+'), 'South'): 4
(((34.0, 2.0), '+'), 'East'): 11
(((8.0, 26.0), '+'), 'West'): 17
(((20.0, 47.0), '+'), 'South'): 18
(((10.0, 4.0), '+'), 'West'): 4
(((21.0, 32.0), '+'), 'South'): 16
(((41.0, 8.0), '+'), 'East'): 19
(((18.0, 26.0), '+'), 'West'): 18
(((42.0, 39.0), '|'), 'South'): 1
(((5.0, 37.0), '+'), 'East'): 14
(((29.0, 3.0), '+'), 'South'): 10
(((39.0, 4.0), '+'), 'South'): 16
(((17.0, 43.0), '+'), 'West'): 18
(((17.0, 47.0), '+'), 'West'): 19
(((31.0, 42.0), '+'), 'East'): 21
(((37.0, 38.0), '+'), 'East'): 21
(((24.0, 41.0), '+'), 'West'): 19
(((22.0, 17.0), '+'), 'South'): 14
(((38.0, 13.0), '+'), 'North'): 18
(((47.0, 31.0), '+'), 'East'): 22
(((15.0, 25.0), '+'), 'South'): 19
(((14.0, 39.0), '+'), 'West'): 15
(((45.0, 11.0), '+'), 'East'): 19
(((30.0, 13.0), '+'), 'West'): 15
(((21.0, 3.0), '+'), 'South'): 8
(((28.0, 33.0), '+'), 'South'): 16
(((7.0, 9.0), '+'), 'West'): 4
(((18.0, 43.0), '+'), 'South'): 18
(((3.0, 5.0), '+'), 'South'): 2
(((43.0, 26.0), '+'), 'South'): 21
(((31.0, 37.0), '+'), 'North'): 17
(((24.0, 30.0), '+'), 'West'): 15
(((24.0, 7.0), '+'), 'South'): 10
(((17.0, 26.0), '+'), 'South'): 18
(((1.0, 13.0), '+'), 'South'): 4
(((33.0, 19.0), '+'), 'West'): 16
(((31.0, 34.0), '+'), 'South'): 18
(((47.0, 41.0), '+'), 'East'): 21
(((29.0, 36.0), '+'), 'South'): 18
(((46.0, 4.0), '+'), 'South'): 20
(((20.0, 48.0), '+'), 'West'): 17
(((46.0, 27.0), '+'), 'North'): 21
(((38.0, 7.0), '+'), 'North'): 16
(((14.0, 14.0), '+'), 'South'): 13
(((15.0, 47.0), '+'), 'West'): 18
(((15.0, 33.0), '+'), 'East'): 13
(((48.0, 5.0), '+'), 'West'): 20
(((5.0, 36.0), '+'), 'West'): 14
(((8.0, 20.0), '|'), 'South'): 1
(((12.0, 31.0), '+'), 'North'): 13
(((6.0, 36.0), '+'), 'East'): 14
(((39.0, 8.0), '+'), 'West'): 17
(((42.0, 36.0), '+'), 'East'): 21
(((41.0, 11.0), '+'), 'South'): 19
(((29.0, 39.0), '+'), 'East'): 16
(((40.0, 37.0), '+'), 'North'): 21
(((44.0, 45.0), '+'), 'West'): 20
(((19.0, 36.0), '+'), 'West'): 16
(((37.0, 43.0), '+'), 'North'): 21
(((43.0, 38.0), '+'), 'East'): 23
(((41.0, 42.0), '+'), 'East'): 22
(((2.0, 23.0), '+'), 'South'): 12
(((14.0, 7.0), '+'), 'South'): 5
(((46.0, 38.0), '+'), 'North'): 23
(((21.0, 25.0), '+'), 'South'): 16
(((3.0, 40.0), '+'), 'North'): 13
(((1.0, 45.0), '+'), 'North'): 12
(((33.0, 15.0), '+'), 'North'): 17
(((48.0, 49.0), '+'), 'East'): 19
(((4.0, 1.0), '+'), 'West'): 1
(((34.0, 10.0), '+'), 'East'): 15
(((24.0, 42.0), '+'), 'South'): 19
(((32.0, 10.0), '+'), 'North'): 16
(((18.0, 34.0), '+'), 'East'): 17
(((15.0, 36.0), '+'), 'West'): 14
(((4.0, 4.0), '+'), 'South'): 2
(((12.0, 13.0), '+'), 'West'): 7
(((21.0, 36.0), '+'), 'South'): 16
(((44.0, 15.0), '+'), 'East'): 19
(((16.0, 4.0), '+'), 'North'): 6
(((46.0, 45.0), '+'), 'West'): 22
(((18.0, 40.0), '+'), 'North'): 18
(((27.0, 39.0), '+'), 'North'): 18
(((38.0, 48.0), '-'), 'East'): 11
(((11.0, 5.0), '-'), 'West'): 1
(((4.0, 19.0), '+'), 'South'): 11
(((8.0, 45.0), '+'), 'East'): 14
(((5.0, 47.0), '+'), 'West'): 10
(((48.0, 48.0), '+'), 'East'): 20
(((30.0, 16.0), '+'), 'East'): 15
(((6.0, 4.0), '+'), 'South'): 3
(((14.0, 16.0), '+'), 'West'): 14
(((24.0, 13.0), '+'), 'South'): 10
(((47.0, 41.0), '+'), 'West'): 22
(((0.0, 34.0), '+'), 'North'): 12
(((35.0, 10.0), '+'), 'West'): 16
(((33.0, 1.0), '+'), 'South'): 10
(((48.0, 40.0), '+'), 'North'): 21
(((31.0, 23.0), '+'), 'East'): 18
(((31.0, 47.0), '+'), 'East'): 18
(((39.0, 45.0), '+'), 'West'): 16
(((32.0, 22.0), '+'), 'East'): 19
(((23.0, 31.0), '+'), 'North'): 15
(((33.0, 32.0), '+'), 'South'): 18
(((23.0, 36.0), '+'), 'West'): 18
(((5.0, 11.0), '+'), 'West'): 3
(((41.0, 5.0), '+'), 'North'): 19
(((39.0, 17.0), '+'), 'East'): 17
(((10.0, 29.0), '+'), 'East'): 13
(((34.0, 31.0), '+'), 'East'): 18
(((48.0, 21.0), '+'), 'South'): 22
(((23.0, 10.0), '+'), 'East'): 10
(((37.0, 24.0), '+'), 'East'): 18
(((45.0, 5.0), '+'), 'North'): 20
(((6.0, 33.0), '+'), 'East'): 15
(((20.0, 45.0), '+'), 'West'): 18
(((49.0, 25.0), '+'), 'West'): 21
(((39.0, 13.0), '+'), 'North'): 18
(((46.0, 40.0), '+'), 'East'): 22
(((31.0, 17.0), '+'), 'South'): 17
(((43.0, 28.0), '+'), 'East'): 21
(((34.0, 19.0), '+'), 'West'): 16
(((18.0, 42.0), '+'), 'South'): 18
(((29.0, 47.0), '+'), 'South'): 20
(((34.0, 35.0), '+'), 'West'): 18
(((25.0, 19.0), '+'), 'West'): 16
(((7.0, 25.0), '+'), 'North'): 15
(((17.0, 1.0), '+'), 'West'): 4
(((34.0, 11.0), '+'), 'East'): 15
(((24.0, 40.0), '+'), 'East'): 19
(((7.0, 10.0), '+'), 'South'): 4
(((23.0, 29.0), '+'), 'North'): 15
(((45.0, 30.0), '+'), 'South'): 21
(((48.0, 48.0), '+'), 'West'): 19
(((31.0, 36.0), '+'), 'East'): 17
(((31.0, 17.0), '+'), 'East'): 16
(((6.0, 35.0), '+'), 'North'): 15
(((31.0, 16.0), '+'), 'North'): 16
(((15.0, 3.0), '+'), 'West'): 6
(((31.0, 41.0), '+'), 'West'): 21
(((17.0, 16.0), '+'), 'East'): 14
(((34.0, 13.0), '+'), 'North'): 15
(((14.0, 35.0), '+'), 'West'): 14
(((19.0, 16.0), '+'), 'North'): 13
(((45.0, 41.0), '+'), 'West'): 21
(((29.0, 10.0), '+'), 'West'): 16
(((48.0, 20.0), '+'), 'West'): 21
(((24.0, 3.0), '+'), 'North'): 10
(((0.0, 19.0), '+'), 'East'): 10
(((34.0, 24.0), '+'), 'South'): 21
(((49.0, 25.0), '+'), 'North'): 20
(((28.0, 39.0), '+'), 'West'): 17
(((14.0, 45.0), '+'), 'West'): 16
(((20.0, 33.0), '+'), 'North'): 16
(((24.0, 4.0), '+'), 'West'): 11
(((12.0, 43.0), '+'), 'West'): 14
(((20.0, 43.0), '+'), 'North'): 17
(((18.0, 22.0), '+'), 'West'): 18
(((34.0, 31.0), '+'), 'North'): 19
(((36.0, 34.0), '+'), 'South'): 18
(((45.0, 44.0), '+'), 'South'): 21
(((9.0, 3.0), '+'), 'South'): 3
(((39.0, 40.0), '+'), 'West'): 20
(((10.0, 46.0), '+'), 'North'): 16
(((6.0, 35.0), '+'), 'East'): 14
(((17.0, 42.0), '+'), 'South'): 18
(((1.0, 23.0), '+'), 'South'): 12
(((9.0, 27.0), '+'), 'South'): 17
(((33.0, 47.0), '+'), 'North'): 20
(((24.0, 14.0), '+'), 'West'): 11
(((38.0, 45.0), '+'), 'North'): 13
(((43.0, 48.0), '+'), 'South'): 21
(((21.0, 11.0), '+'), 'West'): 12
(((28.0, 25.0), '+'), 'East'): 15
(((0.0, 46.0), '+'), 'North'): 14
(((21.0, 29.0), '+'), 'West'): 16
(((20.0, 28.0), '+'), 'South'): 17
(((40.0, 38.0), '+'), 'South'): 21
(((6.0, 10.0), '+'), 'West'): 3
(((32.0, 43.0), '+'), 'West'): 21
(((49.0, 10.0), '+'), 'North'): 18
(((36.0, 20.0), '+'), 'North'): 18
(((46.0, 13.0), '+'), 'West'): 20
(((5.0, 44.0), '+'), 'North'): 15
(((45.0, 41.0), '+'), 'East'): 21
(((10.0, 43.0), '+'), 'East'): 14
(((4.0, 27.0), '+'), 'West'): 13
(((16.0, 13.0), '+'), 'North'): 14
(((4.0, 44.0), '+'), 'North'): 16
(((25.0, 25.0), '+'), 'South'): 16
(((0.0, 42.0), '+'), 'South'): 14
(((47.0, 23.0), '+'), 'East'): 22
(((37.0, 9.0), '+'), 'North'): 16
(((49.0, 32.0), '+'), 'South'): 22
(((47.0, 15.0), '+'), 'North'): 20
(((10.0, 37.0), '+'), 'West'): 14
(((6.0, 9.0), '+'), 'East'): 4
(((33.0, 6.0), '+'), 'West'): 13
(((19.0, 13.0), '+'), 'South'): 10
(((33.0, 29.0), '+'), 'South'): 16
(((47.0, 35.0), '+'), 'North'): 20
(((34.0, 16.0), '+'), 'East'): 16
(((39.0, 49.0), '+'), 'South'): 22
(((31.0, 8.0), '+'), 'West'): 12
(((7.0, 46.0), '+'), 'South'): 14
(((34.0, 25.0), '+'), 'South'): 20
(((44.0, 2.0), '+'), 'South'): 20
(((23.0, 4.0), '+'), 'East'): 9
(((25.0, 31.0), '+'), 'West'): 14
(((31.0, 32.0), '+'), 'North'): 16
(((31.0, 35.0), '+'), 'West'): 18
(((3.0, 48.0), '+'), 'East'): 13
(((19.0, 21.0), '+'), 'East'): 15
(((40.0, 42.0), '+'), 'North'): 22
(((34.0, 46.0), '+'), 'West'): 21
(((2.0, 25.0), '+'), 'West'): 13
(((26.0, 22.0), '+'), 'South'): 17
(((27.0, 39.0), '+'), 'East'): 17
(((22.0, 6.0), '+'), 'West'): 9
(((32.0, 43.0), '+'), 'North'): 21
(((33.0, 48.0), '+'), 'East'): 20
(((24.0, 30.0), '+'), 'North'): 15
(((11.0, 14.0), '+'), 'South'): 16
(((46.0, 22.0), '+'), 'North'): 21
(((21.0, 33.0), '+'), 'North'): 17
(((27.0, 47.0), '+'), 'South'): 18
(((29.0, 47.0), '+'), 'East'): 18
(((27.0, 24.0), '+'), 'South'): 16
(((11.0, 27.0), '+'), 'West'): 17
(((8.0, 6.0), '+'), 'West'): 4
(((25.0, 21.0), '+'), 'South'): 17
(((6.0, 5.0), '+'), 'South'): 3
(((43.0, 37.0), '+'), 'South'): 21
(((10.0, 37.0), '+'), 'East'): 13
(((1.0, 30.0), '+'), 'East'): 13
(((6.0, 42.0), '+'), 'South'): 14
(((31.0, 30.0), '+'), 'West'): 17
(((28.0, 12.0), '+'), 'West'): 14
(((38.0, 14.0), '+'), 'South'): 18
(((27.0, 2.0), '+'), 'East'): 9
(((32.0, 11.0), '+'), 'South'): 16
(((43.0, 20.0), '+'), 'East'): 19
(((11.0, 35.0), '+'), 'South'): 15
(((3.0, 7.0), '+'), 'South'): 3
(((12.0, 5.0), '+'), 'South'): 6
(((26.0, 23.0), '+'), 'North'): 16
(((35.0, 31.0), '+'), 'West'): 19
(((32.0, 35.0), '+'), 'East'): 16
(((44.0, 37.0), '+'), 'North'): 22
(((7.0, 17.0), '+'), 'West'): 6
(((40.0, 37.0), '+'), 'East'): 22
(((25.0, 38.0), '+'), 'North'): 19
(((41.0, 12.0), '+'), 'East'): 18
(((37.0, 5.0), '+'), 'East'): 14
(((13.0, 36.0), '+'), 'South'): 15
(((8.0, 24.0), '+'), 'East'): 14
(((47.0, 47.0), '+'), 'South'): 20
(((38.0, 46.0), '+'), 'North'): 21
(((16.0, 47.0), '+'), 'West'): 18
(((39.0, 16.0), '+'), 'West'): 19
(((15.0, 33.0), '+'), 'North'): 13
(((39.0, 47.0), '+'), 'North'): 23
(((15.0, 23.0), '+'), 'West'): 18
(((6.0, 23.0), '+'), 'South'): 14
(((30.0, 5.0), '+'), 'South'): 11
(((15.0, 33.0), '+'), 'West'): 13
(((24.0, 45.0), '+'), 'East'): 19
(((18.0, 46.0), '+'), 'North'): 18
(((27.0, 43.0), '+'), 'East'): 18
(((42.0, 29.0), '+'), 'North'): 22
(((4.0, 30.0), '+'), 'East'): 13
(((43.0, 2.0), '+'), 'North'): 19
(((23.0, 39.0), '+'), 'North'): 18
(((13.0, 9.0), '+'), 'South'): 4
(((32.0, 42.0), '+'), 'East'): 20
(((7.0, 4.0), '+'), 'North'): 4
(((14.0, 33.0), '+'), 'North'): 12
(((39.0, 27.0), '+'), 'South'): 22
(((7.0, 17.0), '+'), 'South'): 9
(((21.0, 41.0), '+'), 'South'): 18
(((32.0, 46.0), '+'), 'East'): 19
(((12.0, 25.0), '+'), 'East'): 14
(((42.0, 17.0), '+'), 'East'): 19
(((45.0, 11.0), '+'), 'North'): 18
(((26.0, 5.0), '+'), 'South'): 10
(((19.0, 4.0), '+'), 'South'): 8
(((21.0, 33.0), '+'), 'West'): 16
(((31.0, 42.0), '+'), 'North'): 20
(((26.0, 19.0), '+'), 'West'): 16
(((4.0, 27.0), '+'), 'South'): 14
(((47.0, 46.0), '+'), 'East'): 20
(((14.0, 31.0), '+'), 'South'): 13
(((14.0, 17.0), '+'), 'South'): 15
(((44.0, 35.0), '+'), 'South'): 21
(((7.0, 6.0), '+'), 'West'): 4
(((0.0, 28.0), '+'), 'East'): 12
(((15.0, 12.0), '+'), 'South'): 11
(((9.0, 22.0), '+'), 'East'): 13
(((5.0, 1.0), '+'), 'North'): 2
(((7.0, 45.0), '+'), 'North'): 14
(((49.0, 8.0), '+'), 'South'): 19
(((40.0, 18.0), '+'), 'South'): 19
(((47.0, 42.0), '+'), 'West'): 21
(((34.0, 33.0), '+'), 'North'): 19
(((26.0, 22.0), '+'), 'North'): 15
(((42.0, 35.0), '+'), 'North'): 20
(((14.0, 40.0), '+'), 'East'): 15
(((2.0, 30.0), '+'), 'South'): 13
(((47.0, 8.0), '+'), 'East'): 18
(((0.0, 27.0), '+'), 'East'): 12
(((42.0, 14.0), '+'), 'East'): 19
(((22.0, 34.0), '+'), 'North'): 17
(((47.0, 36.0), '+'), 'West'): 20
(((0.0, 33.0), '+'), 'East'): 13
(((8.0, 7.0), '+'), 'North'): 4
(((28.0, 35.0), '+'), 'East'): 16
(((42.0, 9.0), '+'), 'East'): 19
(((13.0, 28.0), '+'), 'East'): 14
(((5.0, 39.0), '+'), 'North'): 14
(((37.0, 18.0), '+'), 'South'): 19
(((29.0, 30.0), '+'), 'West'): 16
(((3.0, 8.0), '+'), 'North'): 4
(((49.0, 19.0), '+'), 'South'): 21
(((45.0, 42.0), '+'), 'North'): 21
(((42.0, 39.0), '+'), 'North'): 22
(((30.0, 31.0), '+'), 'South'): 17
(((21.0, 34.0), '+'), 'West'): 17
(((27.0, 17.0), '+'), 'East'): 15
(((37.0, 32.0), '+'), 'West'): 20
(((13.0, 16.0), '+'), 'East'): 14
(((33.0, 12.0), '+'), 'East'): 16
(((48.0, 39.0), '+'), 'West'): 23
(((10.0, 41.0), '+'), 'East'): 14
(((18.0, 43.0), '+'), 'North'): 17
(((31.0, 16.0), '+'), 'West'): 16
(((1.0, 48.0), '+'), 'West'): 11
(((5.0, 19.0), '+'), 'South'): 11
(((32.0, 41.0), '+'), 'South'): 20
(((30.0, 5.0), '+'), 'West'): 11
(((6.0, 23.0), '+'), 'West'): 13
(((49.0, 26.0), '+'), 'South'): 20
(((47.0, 34.0), '+'), 'East'): 21
(((40.0, 7.0), '+'), 'South'): 18
(((17.0, 43.0), '+'), 'North'): 18
(((16.0, 40.0), '+'), 'West'): 16
(((39.0, 22.0), '-'), 'West'): 1
(((46.0, 24.0), '+'), 'West'): 21
(((2.0, 16.0), '+'), 'North'): 7
(((0.0, 41.0), '+'), 'South'): 13
(((35.0, 13.0), '+'), 'West'): 15
(((43.0, 15.0), '+'), 'West'): 20
(((39.0, 31.0), '+'), 'North'): 22
(((39.0, 39.0), '+'), 'North'): 21
(((21.0, 32.0), '+'), 'North'): 16
(((42.0, 42.0), '+'), 'East'): 21
(((27.0, 40.0), '+'), 'West'): 19
(((37.0, 42.0), '+'), 'West'): 21
(((0.0, 28.0), '+'), 'South'): 12
(((49.0, 24.0), '+'), 'West'): 21
(((9.0, 12.0), '+'), 'North'): 1
(((20.0, 43.0), '+'), 'West'): 18
(((31.0, 17.0), '+'), 'West'): 17
(((48.0, 29.0), '+'), 'West'): 21
(((45.0, 8.0), '+'), 'East'): 19
(((14.0, 6.0), '+'), 'North'): 7
(((38.0, 6.0), '+'), 'North'): 15
(((19.0, 46.0), '+'), 'East'): 17
(((10.0, 28.0), '+'), 'South'): 15
(((25.0, 48.0), '+'), 'West'): 19
(((11.0, 26.0), '+'), 'South'): 15
(((5.0, 49.0), '+'), 'South'): 11
(((30.0, 35.0), '+'), 'East'): 17
(((27.0, 7.0), '+'), 'North'): 11
(((47.0, 48.0), '+'), 'East'): 19
(((7.0, 20.0), '+'), 'East'): 13
(((30.0, 34.0), '+'), 'South'): 17
(((23.0, 18.0), '+'), 'North'): 15
(((1.0, 11.0), '+'), 'North'): 5
(((32.0, 1.0), '+'), 'South'): 10
(((22.0, 49.0), '+'), 'East'): 16
(((49.0, 13.0), '+'), 'South'): 19
(((14.0, 45.0), '+'), 'East'): 16
(((23.0, 17.0), '+'), 'East'): 14
(((29.0, 12.0), '|'), 'North'): 1
(((26.0, 36.0), '+'), 'West'): 17
(((5.0, 47.0), '+'), 'North'): 12
(((1.0, 31.0), '+'), 'North'): 11
(((48.0, 6.0), '+'), 'South'): 20
(((39.0, 15.0), '+'), 'West'): 19
(((35.0, 28.0), '+'), 'West'): 14
(((40.0, 35.0), '+'), 'South'): 23
(((7.0, 44.0), '+'), 'South'): 15
(((41.0, 30.0), '+'), 'East'): 22
(((11.0, 12.0), '+'), 'North'): 2
(((6.0, 49.0), '+'), 'West'): 13
(((31.0, 11.0), '+'), 'West'): 16
(((34.0, 39.0), '+'), 'East'): 21
(((20.0, 29.0), '+'), 'East'): 16
(((30.0, 38.0), '+'), 'North'): 16
(((49.0, 38.0), '+'), 'South'): 22
(((43.0, 6.0), '+'), 'West'): 19
(((49.0, 26.0), '+'), 'West'): 20
(((27.0, 26.0), '+'), 'South'): 16
(((46.0, 23.0), '+'), 'South'): 21
(((33.0, 29.0), '+'), 'West'): 16
(((9.0, 23.0), '+'), 'North'): 14
(((2.0, 5.0), '+'), 'East'): 2
(((40.0, 28.0), '+'), 'West'): 22
(((31.0, 10.0), '+'), 'West'): 16
(((45.0, 5.0), '+'), 'South'): 20
(((27.0, 15.0), '+'), 'North'): 16
(((41.0, 48.0), '+'), 'North'): 21
(((28.0, 49.0), '+'), 'East'): 17
(((21.0, 25.0), '+'), 'North'): 14
(((17.0, 12.0), '+'), 'North'): 14
(((24.0, 10.0), '+'), 'South'): 12
(((20.0, 5.0), '+'), 'North'): 11
(((44.0, 23.0), '+'), 'North'): 21
(((18.0, 39.0), '+'), 'North'): 15
(((19.0, 18.0), '+'), 'South'): 14
(((32.0, 47.0), '+'), 'West'): 20
(((39.0, 3.0), '+'), 'West'): 15
(((17.0, 13.0), '+'), 'East'): 12
(((48.0, 24.0), '+'), 'East'): 21
(((6.0, 19.0), '+'), 'South'): 13
(((25.0, 16.0), '+'), 'West'): 16
(((1.0, 37.0), '+'), 'East'): 12
(((41.0, 36.0), '+'), 'West'): 22
(((0.0, 39.0), '+'), 'North'): 13
(((28.0, 7.0), '+'), 'North'): 11
(((34.0, 11.0), '+'), 'South'): 15
(((48.0, 21.0), '+'), 'West'): 23
(((38.0, 5.0), '+'), 'East'): 15
(((27.0, 6.0), '+'), 'South'): 11
(((0.0, 44.0), '+'), 'East'): 12
(((49.0, 6.0), '+'), 'West'): 20
(((18.0, 36.0), '+'), 'East'): 15
(((1.0, 29.0), '+'), 'West'): 12
(((29.0, 18.0), '+'), 'South'): 15
(((1.0, 46.0), '+'), 'West'): 14
(((38.0, 32.0), '+'), 'South'): 22
(((42.0, 16.0), '+'), 'North'): 19
(((31.0, 24.0), '+'), 'South'): 17
(((15.0, 1.0), '+'), 'East'): 4
(((10.0, 3.0), '+'), 'South'): 3
(((47.0, 24.0), '+'), 'South'): 22
(((22.0, 38.0), '+'), 'North'): 18
(((10.0, 26.0), '+'), 'West'): 17
(((23.0, 40.0), '+'), 'North'): 19
(((23.0, 14.0), '+'), 'West'): 12
(((11.0, 24.0), '+'), 'North'): 14
(((9.0, 1.0), '+'), 'South'): 4
(((13.0, 7.0), '+'), 'East'): 6
(((23.0, 33.0), '+'), 'South'): 17
(((24.0, 41.0), '+'), 'North'): 19
(((42.0, 28.0), '+'), 'South'): 21
(((33.0, 30.0), '+'), 'North'): 18
(((30.0, 28.0), '+'), 'North'): 16
(((46.0, 27.0), '+'), 'South'): 22
(((12.0, 39.0), '+'), 'North'): 15
(((24.0, 9.0), '+'), 'North'): 11
(((29.0, 26.0), '+'), 'North'): 15
(((46.0, 19.0), '+'), 'South'): 22
(((25.0, 34.0), '+'), 'North'): 17
(((17.0, 12.0), '+'), 'West'): 14
(((34.0, 1.0), '+'), 'East'): 9
(((0.0, 5.0), '+'), 'South'): 1
(((45.0, 3.0), '|'), 'North'): 1
(((42.0, 25.0), '+'), 'East'): 21
(((42.0, 47.0), '+'), 'South'): 20
(((12.0, 3.0), '+'), 'West'): 4
(((21.0, 10.0), '+'), 'West'): 11
(((24.0, 9.0), '+'), 'East'): 10
(((10.0, 26.0), '+'), 'South'): 16
(((0.0, 46.0), '+'), 'East'): 12
(((38.0, 16.0), '+'), 'South'): 19
(((33.0, 31.0), '+'), 'South'): 19
(((30.0, 28.0), '+'), 'East'): 15
(((38.0, 39.0), '+'), 'South'): 21
(((41.0, 10.0), '+'), 'South'): 19
(((38.0, 45.0), '+'), 'East'): 14
(((47.0, 30.0), '+'), 'North'): 22
(((22.0, 14.0), '+'), 'West'): 12
(((4.0, 48.0), '+'), 'West'): 10
(((44.0, 13.0), '+'), 'North'): 19
(((36.0, 33.0), '+'), 'West'): 19
(((14.0, 13.0), '+'), 'South'): 12
(((5.0, 20.0), '+'), 'East'): 11
(((32.0, 48.0), '+'), 'North'): 20
(((33.0, 28.0), '+'), 'South'): 15
(((21.0, 2.0), '+'), 'West'): 8
(((41.0, 38.0), '+'), 'East'): 23
(((25.0, 36.0), '+'), 'West'): 17
(((44.0, 6.0), '+'), 'West'): 19
(((17.0, 23.0), '+'), 'South'): 18
(((44.0, 26.0), '+'), 'East'): 21
(((42.0, 6.0), '+'), 'East'): 19
(((33.0, 31.0), '+'), 'East'): 18
(((41.0, 33.0), '+'), 'West'): 22
(((15.0, 40.0), '+'), 'West'): 16
(((17.0, 17.0), '+'), 'East'): 13
(((12.0, 41.0), '+'), 'West'): 13
(((26.0, 34.0), '+'), 'East'): 17
(((6.0, 19.0), '+'), 'North'): 10
(((5.0, 28.0), '+'), 'East'): 15
(((0.0, 39.0), '+'), 'East'): 13
(((23.0, 18.0), '+'), 'South'): 15
(((36.0, 7.0), '+'), 'East'): 16
(((34.0, 10.0), '+'), 'South'): 15
(((3.0, 10.0), '+'), 'South'): 3
(((13.0, 10.0), '+'), 'South'): 8
(((19.0, 38.0), '+'), 'South'): 17
(((17.0, 25.0), '+'), 'West'): 17
(((0.0, 29.0), '+'), 'North'): 11
(((29.0, 13.0), '+'), 'East'): 15
(((14.0, 14.0), '+'), 'West'): 22
(((13.0, 31.0), '+'), 'East'): 14
(((11.0, 48.0), '+'), 'South'): 14
(((17.0, 35.0), '+'), 'North'): 14
(((37.0, 10.0), '+'), 'South'): 15
(((4.0, 45.0), '+'), 'South'): 15
(((9.0, 5.0), '+'), 'East'): 4
(((32.0, 14.0), '+'), 'North'): 16
(((31.0, 33.0), '+'), 'West'): 17
(((13.0, 22.0), '+'), 'West'): 17
(((19.0, 45.0), '+'), 'East'): 18
(((30.0, 48.0), '+'), 'North'): 19
(((6.0, 39.0), '+'), 'North'): 14
(((48.0, 49.0), '+'), 'South'): 19
(((25.0, 43.0), '+'), 'East'): 18
(((38.0, 48.0), '-'), 'West'): 11
(((1.0, 31.0), '+'), 'South'): 13
(((15.0, 11.0), '+'), 'North'): 11
(((16.0, 1.0), '+'), 'West'): 5
(((2.0, 6.0), '+'), 'South'): 2
(((44.0, 29.0), '+'), 'West'): 22
(((29.0, 8.0), '+'), 'West'): 12
(((15.0, 16.0), '+'), 'West'): 17
(((5.0, 23.0), '+'), 'West'): 14
(((14.0, 32.0), '+'), 'North'): 12
(((47.0, 49.0), '+'), 'East'): 19
(((10.0, 33.0), '+'), 'East'): 14
(((18.0, 26.0), '+'), 'North'): 17
(((2.0, 37.0), '+'), 'East'): 13
(((44.0, 29.0), '+'), 'North'): 21
(((9.0, 13.0), '+'), 'South'): 12
